id,name,subtitle,url,rating_value,rating_count,rating_count_list,artist_name,chart_name,chart_position,chart_genre_name,chart_genre_id
1006639052,Add Background Music To Video,Videos editor with clip maker,https://apps.apple.com/us/app/add-background-music-to-video/id1006639052,3.9,13734,"[2922, 302, 543, 874, 9093]","Easy Tiger Apps, LLC.",top-free,92,Photo & Video,6008
1049220609,Video Editor Movie Music Maker,Editing Videos Slow Motion FX,https://apps.apple.com/us/app/video-editor-movie-music-maker/id1049220609,4.3,26288,"[2462, 780, 1494, 2395, 19157]",IAPPTECHNOLOGIES LLP,,,,
947792997,Add Music To Video Editor,Intro Maker for Movie Editing,https://apps.apple.com/us/app/add-music-to-video-editor/id947792997,4.6,34994,"[1339, 493, 1357, 2729, 29076]",Add Music to Video Maker & Editor LLC,top-free,170,Photo & Video,6008
924826256,SlideShow Maker Photo to Video,Picture with music slide show,https://apps.apple.com/us/app/slideshow-maker-photo-to-video/id924826256,4.2,73817,"[10679, 1847, 3704, 6284, 51303]",Free Photo Video Editor And Picture Movie Editing Pte. Ltd.,top-free,55,Photo & Video,6008
438596432,Video Star,Music video maker,https://apps.apple.com/us/app/video-star/id438596432,3.9,31407,"[4937, 1696, 2798, 4482, 17494]",Frontier Design Group,top-free,30,Photo & Video,6008
844570015,Funimate Video Musical Editor,Music Star Maker with Effects,https://apps.apple.com/us/app/funimate-video-musical-editor/id844570015,4.7,365808,"[6847, 3948, 14756, 43867, 296390]","Avcr, Inc.",top-free,9,Photo & Video,6008
583099157,Mixtiles,Photos that stick to walls,https://apps.apple.com/us/app/mixtiles/id583099157,4.9,54556,"[512, 240, 715, 3334, 49755]",Mixtiles Ltd,top-free,159,Photo & Video,6008
309465525,Shutterfly: Cards & Gifts,"Photo Books, Wall Art, Prints",https://apps.apple.com/us/app/shutterfly-cards-gifts/id309465525,4.7,233180,"[6316, 5006, 8116, 19684, 194058]",Shutterfly,top-free,40,Photo & Video,6008
330035194,Snapfish: Create Cards & Gifts,"Order Prints, Books & Canvases",https://apps.apple.com/us/app/snapfish-create-cards-gifts/id330035194,4.7,27830,"[532, 357, 803, 4736, 21402]",Snapfish,,,,
548773050,SimplePrints Books & Canvas,Your best photos on display,https://apps.apple.com/us/app/simpleprints-books-canvas/id548773050,4.9,8866,"[42, 31, 57, 386, 8350]","Storytree, Inc.",,,,
1068110571,Baby Story - Pics Editor,Pregnancy & Baby Milestone Art,https://apps.apple.com/us/app/baby-story-pics-editor/id1068110571,4.8,118273,"[497, 558, 3784, 14048, 99386]",PIXO Incorporation,,,,
621574163,Amazon Photos,Full-resolution photo storage,https://apps.apple.com/us/app/amazon-photos/id621574163,4.7,44815,"[576, 314, 934, 7017, 35974]",AMZN Mobile LLC,top-free,34,Photo & Video,6008
518158653,FreePrints – Photos Delivered,Print Photos – Fast & Free!,https://apps.apple.com/us/app/freeprints-photos-delivered/id518158653,4.8,412811,"[6658, 2766, 8701, 32291, 362395]",PlanetArt,top-free,80,Photo & Video,6008
1188477208,Top Nine for Instagram 2019 -,Best Nine Instagram Photos,https://apps.apple.com/us/app/top-nine-for-instagram-2019/id1188477208,4,23282,"[2735, 818, 2264, 4850, 12615]",Beta Labs,,,,
967416708,Kodak Moments,Create & print photo gifts,https://apps.apple.com/us/app/kodak-moments/id967416708,4.7,65016,"[995, 565, 2132, 7459, 53865]",Kodak Alaris Inc.,,,,
325525543,TouchNote | Personalized Cards,Custom-made postcards & more,https://apps.apple.com/us/app/touchnote-personalized-cards/id325525543,4.8,48050,"[525, 238, 1010, 4632, 41645]",TouchNote Ltd,,,,
1106799120,Blur Photo Background,Touch Blur Effect Editor,https://apps.apple.com/us/app/blur-photo-background/id1106799120,4.1,14550,"[746, 732, 2105, 3015, 7952]",SUNWOONG JANG,top-free,199,Photo & Video,6008
1195485009,Video Cropper Square,crop video for instagram,https://apps.apple.com/us/app/video-cropper-square/id1195485009,4.1,990,"[119, 31, 79, 140, 621]",SUNWOONG JANG,,,,
1031454240,Coloring book : Colorgram,Coloring book app,https://apps.apple.com/us/app/coloring-book-colorgram/id1031454240,4.4,552,"[9, 19, 51, 121, 352]",SUNWOONG JANG,,,,
1114710947,Color Pop Free - Selective Color Splash Effects and Black & White Photography Editor,,https://apps.apple.com/us/app/color-pop-free-selective-color-splash-effects-black/id1114710947,4,837,"[48, 48, 120, 234, 387]",SUNWOONG JANG,,,,
836509246,Background Eraser Pro- Superimpose & Photo Cut Out,,https://apps.apple.com/us/app/background-eraser-pro-superimpose-photo-cut-out/id836509246,2.8,12,"[5, 1, 1, 1, 4]",SUNWOONG JANG,,,,
1414145113,Pixel X - Color By Number,Coloring book 4 stress relief,https://apps.apple.com/us/app/pixel-x-color-by-number/id1414145113,4.6,13,"[1, 0, 0, 1, 11]",SUNWOONG JANG,,,,
795519914,Collage Maker : Photos Mixer & Creator,,https://apps.apple.com/us/app/collage-maker-photos-mixer-creator/id795519914,4.5,17,"[2, 0, 0, 0, 15]",SUNWOONG JANG,,,,
1201775333,Crop Video Pro - Square Sized Videos Editor,,https://apps.apple.com/us/app/crop-video-pro-square-sized-videos-editor/id1201775333,5,3,"[0, 0, 0, 0, 3]",SUNWOONG JANG,,,,
463678539,Epson Printer Finder,,https://apps.apple.com/us/app/epson-printer-finder/id463678539,2.6,22,"[10, 1, 2, 5, 4]",Seiko Epson Corporation,,,,
488048021,Epson iProjection,,https://apps.apple.com/us/app/epson-iprojection/id488048021,1.8,94,"[60, 14, 6, 3, 11]",Seiko Epson Corporation,,,,
685791389,Epson Creative Print,,https://apps.apple.com/us/app/epson-creative-print/id685791389,2.8,56,"[21, 9, 5, 3, 18]",Seiko Epson Corporation,,,,
796829552,Epson DocumentScan,,https://apps.apple.com/us/app/epson-documentscan/id796829552,2,39,"[24, 5, 2, 3, 5]",Seiko Epson Corporation,,,,
716514464,Epson iLabel,,https://apps.apple.com/us/app/epson-ilabel/id716514464,2.8,6,"[2, 1, 1, 0, 2]",Seiko Epson Corporation,,,,
726122574,Epson TM Utility,,https://apps.apple.com/us/app/epson-tm-utility/id726122574,2,4,"[3, 0, 0, 0, 1]",Seiko Epson Corporation,,,,
620239889,Epson TM Bluetooth Print,,https://apps.apple.com/us/app/epson-tm-bluetooth-print/id620239889,3,4,"[2, 0, 0, 0, 2]",Seiko Epson Corporation,,,,
1324935555,Epson TM Print Assistant,,https://apps.apple.com/us/app/epson-tm-print-assistant/id1324935555,3,1,"[0, 0, 1, 0, 0]",Seiko Epson Corporation,,,,
788407829,Epson M-Tracer For Golf,,https://apps.apple.com/us/app/epson-m-tracer-for-golf/id788407829,2.7,3,"[1, 1, 0, 0, 1]",Seiko Epson Corporation,,,,
733757232,Epson Run Connect,,https://apps.apple.com/us/app/epson-run-connect/id733757232,1,4,"[4, 0, 0, 0, 0]",Seiko Epson Corporation,,,,
938850970,Epson Datacom,,https://apps.apple.com/us/app/epson-datacom/id938850970,2,2,"[1, 0, 1, 0, 0]",Seiko Epson Corporation,,,,
1171637238,Epson View,,https://apps.apple.com/us/app/epson-view/id1171637238,3.7,17,"[3, 1, 2, 3, 8]",Seiko Epson Corporation,,,,
897855436,Epson PULSENSE View,,https://apps.apple.com/us/app/epson-pulsense-view/id897855436,3,2,"[0, 0, 2, 0, 0]",Seiko Epson Corporation,,,,
1037952861,Epson Weplat クラウドスキャンサービス,,https://apps.apple.com/us/app/epson-weplat-%E3%82%AF%E3%83%A9%E3%82%A6%E3%83%89%E3%82%B9%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9/id1037952861,0,0,"[0, 0, 0, 0, 0]",Seiko Epson Corporation,,,,
591706840,INSTFIT - Post Without Croppin,Square Fit / Size Pictures!,https://apps.apple.com/us/app/instfit-post-without-croppin/id591706840,4.9,125411,"[1871, 524, 1605, 4348, 117063]",Barry Wyckoff,,,,
1126609754,Preview: Planner for Instagram,"Design, Schedule & Analytics",https://apps.apple.com/us/app/preview-planner-for-instagram/id1126609754,4.7,20974,"[698, 194, 511, 1867, 17704]",Preview App Pty Ltd,,,,
822079075,Square Sized,Crop & export picture + videos,https://apps.apple.com/us/app/square-sized/id822079075,4.1,6869,"[678, 196, 713, 1497, 3785]",Daneco Ltd.,,,,
1057252115,UNUM — Design & Plan Stories,Story Editor & Collage Maker,https://apps.apple.com/us/app/unum-design-plan-stories/id1057252115,4.5,3114,"[211, 86, 130, 231, 2456]","UNUM, Inc.",,,,
1247275033,Unfold — Story Templates,Stories Editor & Collage Maker,https://apps.apple.com/us/app/unfold-story-templates/id1247275033,4.9,98213,"[748, 452, 1535, 4634, 90844]",Unfold Creative,top-free,95,Photo & Video,6008
1014568284,"PLANOLY: Plan, Schedule, Post",Simplifying social marketing,https://apps.apple.com/us/app/planoly-plan-schedule-post/id1014568284,4.8,11094,"[203, 78, 236, 1123, 9454]","Planogram, Inc",,,,
440279995,Squaready,Smart Layouter for Instagram,https://apps.apple.com/us/app/squaready/id440279995,4.4,514,"[41, 19, 25, 54, 375]",FANG Inc.,,,,
692998669,Square Fit Photo Video Editor,Insta-size Layout & Editing,https://apps.apple.com/us/app/square-fit-photo-video-editor/id692998669,4.8,26794,"[327, 128, 493, 1559, 24287]",Alan Cushway,top-free,124,Photo & Video,6008
1106852877,White frame for your photos,Adjust your images and resize,https://apps.apple.com/us/app/white-frame-for-your-photos/id1106852877,2,5,"[3, 1, 0, 0, 1]",Isabel Zaballos,,,,
916195181,1967: Retro Filters & Effects,Vintage Camera + Photo Editor,https://apps.apple.com/us/app/1967-retro-filters-effects/id916195181,4.5,29614,"[1512, 592, 1636, 4098, 21776]","Super Basic, LLC.",,,,
1006639052,Add Background Music To Video,Videos editor with clip maker,https://apps.apple.com/us/app/add-background-music-to-video/id1006639052,3.9,13734,"[2922, 302, 543, 874, 9093]","Easy Tiger Apps, LLC.",top-free,92,Photo & Video,6008
878783582,Adobe Lightroom Photo Editor,Retouch Photos & Pro Camera,https://apps.apple.com/us/app/adobe-lightroom-photo-editor/id878783582,4.8,46312,"[1082, 342, 843, 2879, 41166]",Adobe Inc.,top-free,22,Photo & Video,6008
331975235,Photoshop Express Photo Editor,"Collage Maker,Edit Raw Picture",https://apps.apple.com/us/app/photoshop-express-photo-editor/id331975235,4.8,524827,"[4859, 2835, 13874, 55769, 447490]",Adobe Inc.,top-free,26,Photo & Video,6008
439438619,Snapseed,Snapseed,https://apps.apple.com/us/app/snapseed/id439438619,3.9,4330,"[677, 292, 385, 612, 2364]",Google LLC,top-free,51,Photo & Video,6008
1216590966,Photable - Photo Editor 2020,Collage Maker & Body Editing,https://apps.apple.com/us/app/photable-photo-editor-2020/id1216590966,3.9,4440,"[945, 139, 162, 311, 2883]",Alpha Mobile Limited,,,,
441457218,Photo Lab: Picture Editor App,"Art Face Editing, Filter Edit",https://apps.apple.com/us/app/photo-lab-picture-editor-app/id441457218,4.6,41796,"[1140, 508, 1325, 6838, 31985]",VicMan LLC,top-free,136,Photo & Video,6008
897446215,Canva: Graphic Design & Video,"Logo, Flyer Poster Card Maker",https://apps.apple.com/us/app/canva-graphic-design-video/id897446215,4.9,346664,"[1593, 890, 4661, 22608, 316912]",Canva,top-free,35,Photo & Video,6008
1247275033,Unfold — Story Templates,Stories Editor & Collage Maker,https://apps.apple.com/us/app/unfold-story-templates/id1247275033,4.9,97815,"[745, 451, 1528, 4615, 90476]",Unfold Creative,top-free,95,Photo & Video,6008
1274938524,Focos,DSLR & Bokeh & Large Aperture,https://apps.apple.com/us/app/focos/id1274938524,4.8,10325,"[144, 90, 264, 693, 9134]",Xiaodong Wang,top-free,97,Photo & Video,6008
588013838,VSCO: Photo & Video Editor,"For creators, by creators",https://apps.apple.com/us/app/vsco-photo-video-editor/id588013838,4.4,32567,"[2638, 814, 1225, 3509, 24381]",Visual Supply Company,top-free,13,Photo & Video,6008
988173374,Polarr Photo Editor,Photo Editing Tools for All,https://apps.apple.com/us/app/polarr-photo-editor/id988173374,4.8,29258,"[504, 249, 830, 2497, 25178]","Polarr, Inc.",top-free,175,Photo & Video,6008
1055593695,Photo Cut Out Editor,Erase Background & Blend In,https://apps.apple.com/us/app/photo-cut-out-editor/id1055593695,4.6,3576,"[141, 50, 117, 336, 2932]",NIU LIXUAN,,,,
724295527,Pitu - Best selfie and PS Soft,Selfie app that everbody loves,https://apps.apple.com/us/app/pitu-best-selfie-and-ps-soft/id724295527,4.6,3012,"[61, 67, 98, 462, 2324]","Tencent Technology (Shanghai) Co., Ltd",,,,
913947918,MIX - Photo Editor & Filters,Pro Photo Filters Editing App,https://apps.apple.com/us/app/mix-photo-editor-filters/id913947918,4.8,9361,"[146, 93, 234, 703, 8185]",PinGuo Inc.,,,,
587176822,黄油相机,,https://apps.apple.com/us/app/%E9%BB%84%E6%B2%B9%E7%9B%B8%E6%9C%BA/id587176822,4.8,573,"[19, 1, 20, 24, 509]",wenrui shan,,,,
891640660,简拼 Jane,Picture & Video Collage,https://apps.apple.com/us/app/%E7%AE%80%E6%8B%BC-jane/id891640660,4.9,981,"[9, 5, 18, 53, 896]",Guangzhou Beauty Information Technology Co.Ltd.,,,,
331975235,Photoshop Express Photo Editor,"Collage Maker,Edit Raw Picture",https://apps.apple.com/us/app/photoshop-express-photo-editor/id331975235,4.8,525814,"[4868, 2841, 13881, 55820, 448404]",Adobe Inc.,top-free,26,Photo & Video,6008
1061534032,Wuta Camera - Realistic selfie,4D makeup & natural beauty,https://apps.apple.com/us/app/wuta-camera-realistic-selfie/id1061534032,4.8,761,"[15, 8, 18, 70, 650]","Shanghai Benqumark Network Tech Co., Ltd.",,,,
956441499,"Piczoo - Image Edits,Pic Frame",Photo Editor & Layout Design,https://apps.apple.com/us/app/piczoo-image-edits-pic-frame/id956441499,4.7,9312,"[229, 134, 367, 777, 7805]","Xi'an Button Software Technology Co., Ltd.",,,,
457517348,FotoRus -Camera & Photo Editor,All-in-one Photo Editor,https://apps.apple.com/us/app/fotorus-camera-photo-editor/id457517348,4.3,3052,"[282, 105, 170, 390, 2105]","Fotoable, Inc.",,,,
515094775,Bazaart Photo Editor & Design,"Collage, Edit, Cut, Paste Pics",https://apps.apple.com/us/app/bazaart-photo-editor-design/id515094775,4.8,79602,"[898, 382, 1696, 6861, 69765]",Bazaart Ltd.,top-free,16,Photo & Video,6008
489833171,Visage: airbrush photo & face,Beauty Cam. Face Tune. Editor,https://apps.apple.com/us/app/visage-airbrush-photo-face/id489833171,4.2,5843,"[610, 151, 312, 1257, 3513]",VicMan LLC,,,,
998411110,AirBrush - Best Photo Editor,"Retouch selfie, filters & tune",https://apps.apple.com/us/app/airbrush-best-photo-editor/id998411110,4.9,99499,"[591, 271, 814, 4374, 93449]","Xiamen Meitu Technology Co., Ltd.",top-free,42,Photo & Video,6008
951704333,Filterra - Photo Editor,Make & Edit Awesome Photos,https://apps.apple.com/us/app/filterra-photo-editor/id951704333,4.5,37974,"[1531, 876, 2281, 4015, 29271]",UTILITY APPS LP,top-free,178,Photo & Video,6008
1222515036,BodyTune: Perfect Photo Editor,"Make me slim, skinny booth",https://apps.apple.com/us/app/bodytune-perfect-photo-editor/id1222515036,4.5,27134,"[1513, 729, 1311, 2124, 21457]","Face & Body Tune Photo Editor, Societatea cu Raspundere Limitata",top-free,83,Photo & Video,6008
1390423469,Peachy - Body Editor,Selfie editor & Skinny app,https://apps.apple.com/us/app/peachy-body-editor/id1390423469,4.8,25334,"[160, 161, 722, 2323, 21968]",InstaShot Inc.,top-free,88,Photo & Video,6008
1216590966,Photable - Photo Editor 2020,Collage Maker & Body Editing,https://apps.apple.com/us/app/photable-photo-editor-2020/id1216590966,3.9,4440,"[945, 139, 162, 311, 2883]",Alpha Mobile Limited,,,,
1361012099,Facelab - Face & Body Editor,"Photo Retouch, Selfie Beauty",https://apps.apple.com/us/app/facelab-face-body-editor/id1361012099,4.4,20367,"[1506, 547, 1138, 1724, 15452]",UTILITY APPS LP,top-free,141,Photo & Video,6008
1000332606,Body Editor Booth Skinny & Fat,Make me thin or thick in photo,https://apps.apple.com/us/app/body-editor-booth-skinny-fat/id1000332606,4.7,13763,"[342, 203, 613, 1035, 11570]",Revosoft Technologies PTY LTD,,,,
960124608,Professional Photo Editor App,"Face, body, background retouch",https://apps.apple.com/us/app/professional-photo-editor-app/id960124608,4,710,"[136, 24, 19, 46, 485]",Retouchit LLC,,,,
491712618,Face & Body Photo editor Lite,Simulate Body Transformations,https://apps.apple.com/us/app/face-body-photo-editor-lite/id491712618,4.7,7254,"[229, 98, 232, 491, 6204]",Kaeria,,,,
640564761,Stop Motion Studio Pro,Let's Make a Movie.,https://apps.apple.com/us/app/stop-motion-studio-pro/id640564761,4.7,3277,"[67, 39, 87, 404, 2680]","CATEATER, LLC",top-paid,31,Photo & Video,6008
538378035,Remote Camera App,Stop Motion Studio,https://apps.apple.com/us/app/remote-camera-app/id538378035,3.2,54,"[19, 2, 5, 7, 21]","CATEATER, LLC",,,,
391348699,Sound Level Meter,,https://apps.apple.com/us/app/sound-level-meter/id391348699,5,2,"[0, 0, 0, 0, 2]","CATEATER, LLC",,,,
994931395,Marbles Movie Maker,,https://apps.apple.com/us/app/marbles-movie-maker/id994931395,4.5,23,"[1, 0, 3, 1, 18]","CATEATER, LLC",,,,
409241018,Signal Generator,,https://apps.apple.com/us/app/signal-generator/id409241018,4,3,"[0, 1, 0, 0, 2]","CATEATER, LLC",,,,
412567916,Tune It,,https://apps.apple.com/us/app/tune-it/id412567916,5,3,"[0, 0, 0, 0, 3]","CATEATER, LLC",,,,
558977074,IncrediFlix Animation Studio,,https://apps.apple.com/us/app/incrediflix-animation-studio/id558977074,4.4,16,"[1, 0, 2, 2, 11]","CATEATER, LLC",,,,
447304552,Silent Film Studio,,https://apps.apple.com/us/app/silent-film-studio/id447304552,3,44,"[18, 1, 4, 6, 15]","CATEATER, LLC",,,,
447986381,Frequency Counter Pro,,https://apps.apple.com/us/app/frequency-counter-pro/id447986381,2.9,8,"[4, 0, 0, 1, 3]","CATEATER, LLC",,,,
442009602,Old Time Camera,,https://apps.apple.com/us/app/old-time-camera/id442009602,2.8,5,"[2, 1, 0, 0, 2]","CATEATER, LLC",,,,
545261029,Flip Clock by Cateater,,https://apps.apple.com/us/app/flip-clock-by-cateater/id545261029,4,4,"[1, 0, 0, 0, 3]","CATEATER, LLC",,,,
862690015,EasyCam - Remote Camera,,https://apps.apple.com/us/app/easycam-remote-camera/id862690015,1,2,"[2, 0, 0, 0, 0]","CATEATER, LLC",,,,
897446215,Canva: Graphic Design & Video,"Logo, Flyer Poster Card Maker",https://apps.apple.com/us/app/canva-graphic-design-video/id897446215,4.9,346664,"[1593, 890, 4661, 22608, 316912]",Canva,top-free,35,Photo & Video,6008
535811906,Over: Design/Flyer/Story Maker,"Wallpaper, ad & card creator",https://apps.apple.com/us/app/over-design-flyer-story-maker/id535811906,4.8,63805,"[704, 342, 1193, 4100, 57466]","Over, Inc.",top-free,127,Photo & Video,6008
1247275033,Unfold — Story Templates,Stories Editor & Collage Maker,https://apps.apple.com/us/app/unfold-story-templates/id1247275033,4.9,97815,"[745, 451, 1528, 4615, 90476]",Unfold Creative,top-free,95,Photo & Video,6008
1434861974,Mojo - Stories Editor,Video Story Maker,https://apps.apple.com/us/app/mojo-stories-editor/id1434861974,4.9,20019,"[128, 87, 283, 836, 18685]",Archery Inc.,,,,
1126609754,Preview: Planner for Instagram,"Design, Schedule & Analytics",https://apps.apple.com/us/app/preview-planner-for-instagram/id1126609754,4.7,20946,"[696, 194, 511, 1861, 17684]",Preview App Pty Ltd,,,,
978659937,Typorama: Text on Photo Editor,Typography Art & Poster Maker,https://apps.apple.com/us/app/typorama-text-on-photo-editor/id978659937,4.8,92324,"[339, 275, 1953, 9962, 79795]",App Business Ventures LLC,,,,
1057252115,UNUM — Design & Plan Stories,Story Editor & Collage Maker,https://apps.apple.com/us/app/unum-design-plan-stories/id1057252115,4.5,3080,"[209, 86, 129, 231, 2425]","UNUM, Inc.",,,,
1143390028,Logo Maker- Create a design,"Edit Symbols, Fonts and Logos",https://apps.apple.com/us/app/logo-maker-create-a-design/id1143390028,4.6,62857,"[1962, 971, 3169, 5929, 50826]",Bizthug Pte Ltd,top-free,113,Photo & Video,6008
1403688089,StoryArt - insta story maker,for Instagram Story Collage,https://apps.apple.com/us/app/storyart-insta-story-maker/id1403688089,4.8,1978,"[38, 21, 30, 94, 1795]",an ouyang,top-free,181,Photo & Video,6008
1152687277,Hype-Type: Moving Text Photo-s,Video Text Animation Creator,https://apps.apple.com/us/app/hype-type-moving-text-photo-s/id1152687277,4.6,28914,"[1230, 470, 1157, 4262, 21795]",Setona LLC,,,,
997362197,InShot - Video Editor,Video maker with music,https://apps.apple.com/us/app/inshot-video-editor/id997362197,4.8,666249,"[2854, 2931, 15693, 55522, 589249]",InstaShot Inc.,top-free,15,Photo & Video,6008
1223932558,KineMaster - Video Editor,Game & YouTube Film Clip Edit,https://apps.apple.com/us/app/kinemaster-video-editor/id1223932558,4.7,92925,"[2842, 1475, 3486, 7883, 77239]","KineMaster, Inc.",top-free,58,Photo & Video,6008
439438619,Snapseed,Snapseed,https://apps.apple.com/us/app/snapseed/id439438619,3.9,4339,"[679, 291, 387, 612, 2370]",Google LLC,top-free,51,Photo & Video,6008
587366035,PicsArt Photo Editor + Collage,"Sticker, Pic & Video Maker",https://apps.apple.com/us/app/picsart-photo-editor-collage/id587366035,4.7,258690,"[7311, 3075, 7521, 20495, 220288]","PicsArt, Inc.",top-free,5,Photo & Video,6008
1061534032,Wuta Camera - Realistic selfie,4D makeup & natural beauty,https://apps.apple.com/us/app/wuta-camera-realistic-selfie/id1061534032,4.8,761,"[15, 8, 18, 70, 650]","Shanghai Benqumark Network Tech Co., Ltd.",,,,
878783582,Adobe Lightroom Photo Editor,Retouch Photos & Pro Camera,https://apps.apple.com/us/app/adobe-lightroom-photo-editor/id878783582,4.8,47299,"[1091, 349, 860, 2924, 42075]",Adobe Inc.,top-free,22,Photo & Video,6008
691828408,微视——短视频创作与分享,,https://apps.apple.com/us/app/%E5%BE%AE%E8%A7%86-%E7%9F%AD%E8%A7%86%E9%A2%91%E5%88%9B%E4%BD%9C%E4%B8%8E%E5%88%86%E4%BA%AB/id691828408,4.2,457,"[60, 13, 17, 41, 326]",Tencent Technology (Beijing) Company Limited,,,,
438596432,Video Star,Music video maker,https://apps.apple.com/us/app/video-star/id438596432,3.9,31521,"[4960, 1705, 2807, 4495, 17554]",Frontier Design Group,top-free,30,Photo & Video,6008
738897668,VivaVideo - Video Maker&Editor,Video Editor with Music,https://apps.apple.com/us/app/vivavideo-video-maker-editor/id738897668,4.7,114203,"[2397, 1604, 3220, 7731, 99251]",QuVideo Inc.,top-free,60,Photo & Video,6008
588013838,VSCO: Photo & Video Editor,"For creators, by creators",https://apps.apple.com/us/app/vsco-photo-video-editor/id588013838,4.4,32605,"[2646, 818, 1227, 3515, 24399]",Visual Supply Company,top-free,13,Photo & Video,6008
1215778254,Portrait: Depth Mode Photos,Depth effect photo blur editor,https://apps.apple.com/us/app/portrait-depth-mode-photos/id1215778254,4.3,3141,"[200, 89, 197, 659, 1996]",Toto Ventures Inc.,,,,
1274938524,Focos,DSLR & Bokeh & Large Aperture,https://apps.apple.com/us/app/focos/id1274938524,4.8,10325,"[144, 90, 264, 693, 9134]",Xiaodong Wang,top-free,97,Photo & Video,6008
1163705794,Portrait Blur - Free Lens and Depth Effect Bokeh,,https://apps.apple.com/us/app/portrait-blur-free-lens-and-depth-effect-bokeh/id1163705794,4.1,568,"[117, 8, 11, 10, 422]",Inlovewith AB,,,,
1017098672,RNI Films,Real film emulation,https://apps.apple.com/us/app/rni-films/id1017098672,4.8,5821,"[26, 37, 93, 634, 5031]",RNI,,,,
765406592,المُصممْ - الكتابة على الصور,,https://apps.apple.com/us/app/%D8%A7%D9%84%D9%85-%D8%B5%D9%85%D9%85-%D8%A7%D9%84%D9%83%D8%AA%D8%A7%D8%A8%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%B5%D9%88%D8%B1/id765406592,4.5,7204,"[526, 171, 322, 504, 5681]",Husain Khalaf,,,,
938026822,Lens Distortions®,Distinguished Photo Effects,https://apps.apple.com/us/app/lens-distortions/id938026822,4.6,534,"[27, 7, 17, 47, 436]","Lens Distortions, LLC",,,,
1015059175,A Color Story,,https://apps.apple.com/us/app/a-color-story/id1015059175,4.8,21114,"[339, 122, 389, 1847, 18417]",A Color Story LLC,top-free,157,Photo & Video,6008
953286746,Darkroom – Photo Editor,Faster. Easier. More powerful.,https://apps.apple.com/us/app/darkroom-photo-editor/id953286746,4.8,14954,"[214, 107, 320, 1064, 13249]",Bergen Co.,,,,
916195181,1967: Retro Filters & Effects,Vintage Camera + Photo Editor,https://apps.apple.com/us/app/1967-retro-filters-effects/id916195181,4.5,29527,"[1505, 591, 1634, 4095, 21702]","Super Basic, LLC.",,,,
972428565,Ultralight - Photo Editor,Photo and video filtering,https://apps.apple.com/us/app/ultralight-photo-editor/id972428565,4.7,16344,"[383, 194, 613, 1355, 13799]",Uova Oy,,,,
1247275033,Unfold — Story Templates,Stories Editor & Collage Maker,https://apps.apple.com/us/app/unfold-story-templates/id1247275033,4.9,98213,"[748, 452, 1535, 4634, 90844]",Unfold Creative,top-free,95,Photo & Video,6008
878783582,Adobe Lightroom Photo Editor,Retouch Photos & Pro Camera,https://apps.apple.com/us/app/adobe-lightroom-photo-editor/id878783582,4.8,47299,"[1091, 349, 860, 2924, 42075]",Adobe Inc.,top-free,22,Photo & Video,6008
781383622,Huji Cam,Just Like The Year 1998,https://apps.apple.com/us/app/huji-cam/id781383622,4.2,9537,"[797, 356, 748, 1564, 6072]","Manhole, Inc.",top-free,68,Photo & Video,6008
916195181,1967: Retro Filters & Effects,Vintage Camera + Photo Editor,https://apps.apple.com/us/app/1967-retro-filters-effects/id916195181,4.5,29614,"[1512, 592, 1636, 4098, 21776]","Super Basic, LLC.",,,,
1325756279,PREQUEL: D3D Camera & 3D Photo,Disposable Cam & Daze Effects,https://apps.apple.com/us/app/prequel-d3d-camera-3d-photo/id1325756279,4.8,61702,"[1392, 673, 1729, 3994, 53914]",Prequel Inc.,top-free,11,Photo & Video,6008
1057252115,UNUM — Design & Plan Stories,Story Editor & Collage Maker,https://apps.apple.com/us/app/unum-design-plan-stories/id1057252115,4.5,3114,"[211, 86, 130, 231, 2456]","UNUM, Inc.",,,,
998411110,AirBrush - Best Photo Editor,"Retouch selfie, filters & tune",https://apps.apple.com/us/app/airbrush-best-photo-editor/id998411110,4.9,100620,"[595, 273, 830, 4470, 94452]","Xiamen Meitu Technology Co., Ltd.",top-free,42,Photo & Video,6008
1254875992,Enlight Quickshot: Edit Photos,Get your dream pics & effects,https://apps.apple.com/us/app/enlight-quickshot-edit-photos/id1254875992,4.8,42246,"[604, 301, 1085, 3110, 37146]",Lightricks Ltd.,top-free,47,Photo & Video,6008
1017098672,RNI Films,Real film emulation,https://apps.apple.com/us/app/rni-films/id1017098672,4.8,5844,"[26, 38, 94, 637, 5049]",RNI,,,,
1126609754,Preview: Planner for Instagram,"Design, Schedule & Analytics",https://apps.apple.com/us/app/preview-planner-for-instagram/id1126609754,4.7,20974,"[698, 194, 511, 1867, 17704]",Preview App Pty Ltd,,,,
1006386292,Video Maker with Music Editor,Make videos add sound & audio,https://apps.apple.com/us/app/video-maker-with-music-editor/id1006386292,4,6340,"[1239, 145, 231, 440, 4285]",Bending Spoons Apps IVS,top-free,114,Photo & Video,6008
924826256,SlideShow Maker Photo to Video,Picture with music slide show,https://apps.apple.com/us/app/slideshow-maker-photo-to-video/id924826256,4.2,73817,"[10679, 1847, 3704, 6284, 51303]",Free Photo Video Editor And Picture Movie Editing Pte. Ltd.,top-free,55,Photo & Video,6008
